Country_Other,April16,April17,April18,April19,April20,April21,April22,April23,April24,April25,April26,April27,April28,April29,April30,May01,May02,May03,May04,May05,May06,May07,May08,May09,May10,May11,May12,May13,May14,May15,May16,May17,May18,May19,May20,May21,May22,May23,May24,May25,May26,May27,May28,May29,May30,May31,June01,June02,June03,June04,June05,June06,June07,June08,June09,June10,June11,June12,June13,June14,June15,June16,June17,June18,June19,June20,June21,June22,June23,June24,June25,June26,June27,June28,June29,June30,July01,July02,July03,July04,July05,July06,July07,July08,July09,July10,July11,July12,July13,July14,July15,July16,July17,July18,July19,July20,July21,July22,July23,July24,July25,July26,July27,July28,July29,July30,July31,August01,August02,August03,August04,August05,August06,August07,August08,August09,August10,August11,August12,August13,August14,August15,August16,August17,August18,August19,August20,August21,August22,August23,August24,August25,August26,August27,August28,August29,August30,August31,September01,September02,September03,September04,September05,September06,September07,September08,September09,September10,September11,September12,September13,September14,September15,September16,September17,September18,September19,September20,September21,September22,September23,September24,September25,September26,September27,September28,September29,September30,October01,October02,October03,October04,October05,October06,October07,October08,October09,October10,October11,October12,October13,October14,October15,October16,October17,October18,October19,October20,October21,October22,October23,October24,October25,October26,October27,October28,October29,October30,October31,November01,November02,November03,November04,November05,November06,November07,November08,November09,November10,November11,November12,November13,November14,November15,November16,November17,November18,November19,November20,November21,November22,November23,November24,November25,November26,November27,November28,November29,November30,December01,December02,December03,December04,December05,December06,December07,December08
Fiji,,,,,,,,,900,900,"1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","2,400","2,431","2,431","2,431","2,431","2,431","2,431","2,431","2,431","2,431","2,431","2,431","2,431","2,431","2,431","2,431","2,431","2,431","2,431","2,431","2,431","2,431","2,431","2,431","2,431","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","6,693","7,986","7,986","7,986","8,365","8,646","8,646","8,646","8,646","9,076","9,076","9,076","9,076","9,076","9,076","9,076","9,076","9,570","9,570","9,570","9,570","9,570","9,912","9,912","9,912","9,912","9,912","9,912","9,912","9,912","9,912","9,912","9,912","10,385","10,385","10,385","10,385","11,034","11,034","11,034","11,318","11,318","11,318","11,508","11,508","11,771","11,771","11,771","11,771","11,771","11,771","12,125","12,125","12,125","12,125","12,125","12,125","12,125","12,527","12,527","12,527","12,527","12,527","12,527","12,527","12,527","12,527","13,413","13,413","13,413","13,413","13,413","14,152","14,152","14,152","14,152","14,152","14,152","14,152","14,787","14,787","14,787","15,235","15,235","15,235","15,235","15,235","15,235","15,235","15,235","15,235","16,229","16,229","16,229","16,229","16,703","16,703","16,703","16,703","17,576"
Grenada,92,92,92,92,92,92,92,92,92,175,175,175,175,"1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","1,406","2,419","2,419","2,419","2,419","2,419","2,419","3,007","3,007","3,007","3,007","3,007","3,007","3,007","3,007","3,007","3,007","3,007","3,007","3,516","3,516","3,516","3,516","3,516","3,516","3,516","4,130","4,130","4,130","4,130","4,130","4,130","4,130","4,130","4,130","4,130","4,130","4,130","4,130","4,130","4,130","4,130","4,130","4,130","4,130","4,130","4,130","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","5,465","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252","6,252"
New Caledonia,"3,002","3,316","3,399","3,399","3,399","3,552","3,552","3,772","3,952","3,952","3,952","3,952","4,456","4,456","4,456","4,947","4,947","4,947","4,947","5,052","5,213","5,213","5,213","5,213","5,213","5,213","5,454","5,454","5,454","5,454","5,454","5,454","5,454","5,454","5,454","5,454","5,454","5,454","5,454","5,454","5,454","5,454","6,416","6,416","6,416","6,614","6,681","6,681","6,867","6,867","7,055","7,055","7,065","7,257","7,407","7,477","7,477","7,582","7,582","7,582","7,582","7,788","7,788","7,788","7,788","7,788","8,049","8,049","8,049","8,049","8,260","8,260","8,260","8,406","8,406","8,406","8,406","8,406","8,406","8,610","8,610","8,645","8,663","8,663","8,876","9,045","9,045","9,124","9,218","9,218","9,424","9,424","9,424","9,424","9,841","9,841","9,841","9,841","9,911","10,119","10,119","10,119","10,119","10,186","10,186","10,186","10,186","10,186","10,186","10,186","10,186","10,186","11,099","11,099","11,265","11,265","11,265","11,265","11,265","11,265","11,265","11,265","11,553","11,553","11,602","11,602","11,838","11,838","11,838","11,838","12,237","12,370","12,370","12,370","12,370","12,370","12,618","12,618","12,618","12,618","12,837","12,837","12,837","12,837","12,837","13,043","13,043","13,262","13,262","13,463","13,463","13,463","13,463","13,463","13,463","13,463","13,463","13,463","13,875","13,875","13,875","13,875","13,875","14,233","14,233","14,233","14,406","14,527","14,585","14,585","14,585","14,585","14,585","14,585","14,585","14,585","14,585","14,585","14,585","14,585","14,585","14,585","14,585","14,585","15,134","15,134","15,134","15,134","15,180","15,180","15,180","15,180","15,180","15,180","15,180","15,180","15,180","15,750","15,750","15,750","15,750","15,750","15,750","15,946","15,946","15,946","15,946","15,946","16,275","16,275","16,397","16,397","16,397","16,397","16,397","16,786","16,786","16,924","16,924","17,179","17,179","17,179","17,179","17,179","17,179","17,179","17,179","17,179","17,565","17,565","17,565","17,835","17,928","17,928","17,928","17,928","18,012"
Curaçao,230,269,286,286,286,286,302,304,304,304,304,304,304,343,343,351,351,351,351,374,374,389,389,389,389,389,389,389,389,389,389,389,389,485,485,485,504,504,504,572,572,572,572,572,572,572,572,572,572,985,985,985,985,985,985,"1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","7,442","7,553","7,730","7,895","8,045","8,045","8,404","8,597","8,745","8,866","9,070","9,148","9,163","9,366","9,541","9,837","10,065","10,212","10,462","10,614","10,764","10,956","11,112","11,276","11,500","11,634","11,761","11,990","12,319","12,630","12,860","13,081","13,228","13,283","13,443","13,641","13,837","13,978","14,252","14,394","14,498","14,719","14,980","15,223","15,542","16,021","16,267","16,479","16,751","17,043","17,412","17,800","18,251","18,635","18,744","19,110","19,663","20,203","20,750","21,242","21,799","21,902","22,531","23,152","23,520","24,381","25,045","25,522","25,701","26,109"
Dominica,345,345,345,345,345,345,377,377,383,383,383,383,383,383,383,383,383,383,383,416,416,416,416,416,420,420,420,420,420,420,420,420,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,851,851,851,851,851,851,851,851,851,"1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,646","1,646","1,646","1,646","1,646","1,646","2,022","2,022","2,022","2,022","2,022","2,022","2,077","2,077","2,077","2,077","2,077","2,077","2,077","2,077","2,077","2,077","2,077","2,077","2,077","2,077","2,077","2,077","2,077","2,077","2,077","2,077","2,077","2,077","2,612","2,612","2,612","2,612","2,612","2,612","2,612","2,612","2,612","2,612","2,612","2,612","2,612","2,612","2,612","2,612","2,612","2,612","2,612","2,612","2,612","2,612","2,612","2,612","3,955","3,955","3,955","3,955","3,955","3,955","3,955","3,955","4,268","4,268","4,268","4,268","4,268","4,268","4,268","4,268","4,268","4,268","4,268","4,268","4,268","4,765","4,765","4,765","4,765","4,765","4,765","4,765","4,765","4,765","5,160","5,160","5,160","5,160","5,160","5,160","5,160","5,160","5,160","5,655","5,655","5,655","5,655","5,655","5,655","5,655","5,655","5,655","5,655","5,655","5,655","5,655","5,655","5,655","5,655"
Namibia,362,362,499,524,524,524,524,524,590,675,675,704,704,704,704,704,704,"1,122","1,122","1,122","1,122","1,283","1,283","1,511","1,543","1,543","1,543","1,543","2,011","2,074","2,074","2,074","2,074","2,074","2,586","2,586","2,681","2,847","3,027","3,117","3,186","3,201","3,370","3,412","3,412","3,680","3,970","3,970","4,005","4,005","4,395","4,588","4,588","4,943","4,970","5,084","5,084","5,514","5,682","5,682","5,682","5,919","5,919","6,355","6,514","6,837","7,009","7,331","7,585","7,740","8,014","8,180","8,428","8,706","8,913","9,118","9,563","9,661","10,283","10,682","11,207","11,299","11,834","12,167","12,624","12,789","12,789","13,999","14,698","15,439","16,305","16,305","16,838","17,041","17,694","17,994","18,454","19,260","19,782","20,101","20,887","21,806","23,140","24,325","24,852","25,625","26,261","26,344","27,718","28,514","29,233","29,233","29,233","32,369","32,369","33,985","35,175","36,287","36,287","37,797","38,743","40,397","41,146","41,867","42,945","43,990","45,744","47,122","48,808","50,391","51,605","53,387","55,054","55,596","57,150","58,610","60,065","61,410","62,446","64,269","65,899","67,287","68,937","70,346","71,506","72,186","74,093","75,511","77,421","79,122","80,352","80,352","82,317","83,424","84,688","86,092","87,639","88,686","89,831","90,977","91,902","92,943","93,964","94,974","95,894","96,041","97,008","97,952","99,382","100,721","102,031","103,254","103,854","104,309","105,386","106,698","107,587","108,484","109,829","110,723","111,315","112,448","113,089","114,126","115,381","116,105","117,052","117,759","118,462","119,523","120,558","121,708","122,261","122,924","123,455","124,570","125,082","126,796","127,359","128,293","128,802","129,317","130,228","130,957","131,715","133,477","134,270","135,335","135,866","136,997","138,265","139,346","140,422","141,417","142,091","142,636","142,636","144,428","145,148","146,495","147,690","148,562","149,224","150,394","151,721","153,097","154,257","155,543","156,723","157,116","158,582","159,915","161,479","163,135","164,815","165,214","167,361"
Saint Kitts and Nevis,234,234,234,234,247,247,257,257,260,260,260,260,293,293,293,293,294,294,294,318,318,327,327,327,327,327,327,327,327,327,327,327,327,391,391,391,391,391,391,394,394,394,394,394,394,396,396,396,403,403,403,408,408,408,408,417,417,417,417,417,417,417,417,417,417,417,417,435,435,435,447,447,447,454,454,454,454,454,454,483,483,483,493,493,493,651,651,651,671,671,671,705,713,713,725,725,725,725,931,948,948,948,948,"1,006","1,006","1,006","1,026","1,026","1,026","1,043","1,043","1,146","1,146","1,168","1,168","1,168","1,211","1,294","1,294","1,312","1,312","1,312","1,312","1,312","1,385","1,385","1,385","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,430","1,564","1,564","1,564","1,564","1,635","1,635","1,635","1,635","1,635","1,897","1,897","1,897","1,922","1,922","1,922","1,922","1,948","1,961","2,138","2,138","2,138","2,138","2,138","2,138","2,138","2,332","2,337","2,337","2,337","2,378","2,388","2,388","2,388","2,431","2,431","2,431","2,455","2,455","2,455","2,455","2,589","2,604","2,604","2,658","2,658","2,658","2,658","2,828","2,828","2,828","2,828","2,828","2,828","2,828","2,933","2,933","2,933","2,933","2,933","2,933","2,933","3,138","3,138","3,138","3,138","3,138","3,138","3,138","3,138","3,138","3,138","3,138","3,369","3,369","3,369","3,369","3,369","3,369","3,369","3,369","3,369","3,369","3,369","3,369","3,631","3,631","3,677","3,677","3,677","3,677","3,677","3,677","3,677","3,677","3,677","3,677","3,677","4,313","4,313","4,325","4,325"
Saint Lucia,319,319,344,344,344,364,364,364,364,364,446,446,446,446,446,446,446,446,446,446,446,575,620,620,620,620,620,727,727,727,786,786,786,786,786,786,867,867,898,898,924,965,965,"1,012","1,012","1,012","1,012","1,012","1,113","1,204","1,204","1,204","1,204","1,204","1,204","1,264","1,264","1,264","1,264","1,264","1,264","1,356","1,356","1,356","1,356","1,356","1,584","1,584","1,584","1,584","1,619","1,619","1,619","1,667","1,667","1,667","1,667","1,667","1,700","1,815","1,897","1,919","1,919","1,919","1,955","2,002","2,002","2,002","2,048","2,048","2,048","2,134","2,140","2,140","2,155","2,155","2,155","2,370","2,472","2,597","2,934","2,934","2,968","2,968","2,968","2,968","3,348","3,348","3,348","3,548","3,548","3,810","3,895","3,973","3,973","3,973","3,973","4,274","4,274","4,465","4,465","4,465","4,616","4,768","4,801","4,801","4,946","4,946","4,946","4,946","4,946","4,946","5,269","5,323","5,323","5,323","5,471","5,542","5,651","5,651","5,730","5,835","5,835","5,875","5,977","6,054","6,130","7,107","7,160","7,221","7,221","7,221","7,419","7,474","7,547","7,616","7,672","7,766","7,766","7,766","7,766","7,766","7,994","7,994","7,994","8,120","8,120","8,120","8,120","8,120","8,120","8,439","8,439","8,439","8,439","8,591","8,591","8,715","8,715","8,801","8,827","8,907","8,957","9,027","9,107","9,107","9,132","9,372","9,472","9,597","9,621","9,852","10,177","10,291","10,291","10,617","10,686","10,794","10,794","10,951","10,951","11,535","11,642","11,864","12,088","12,218","12,218","12,332","12,824","13,036","13,234","13,234","13,465","13,857","13,857","14,141","14,276","14,449","14,449","14,591","14,906","14,993","15,079","15,237","15,448","15,634","15,834","16,034","16,074","16,195","16,302","16,376","16,500","16,641","16,641","16,774","16,900"
St. Vincent Grenadines,87,87,87,87,87,94,99,99,108,108,108,108,108,108,108,108,108,108,137,137,137,137,137,137,137,137,155,155,155,155,155,155,155,155,175,175,175,209,209,209,216,216,216,472,593,593,593,593,595,595,600,600,638,638,643,643,643,643,643,643,643,731,731,741,741,741,746,746,763,763,784,784,784,844,844,844,844,844,844,844,844,926,926,926,"1,023","1,023","1,023","1,199","1,199","1,213","1,213","1,213","1,268","1,302","1,302","1,443","1,443","1,601","1,601","1,647","1,834","1,834","1,834","1,866","1,866","1,866","1,866","1,866","2,190","2,191","2,191","2,425","2,447","2,448","2,448","2,448","2,529","2,529","2,529","2,649","2,649","2,649","2,880","2,880","2,954","2,954","3,033","3,039","3,039","3,039","3,039","3,214","3,214","3,315","3,315","3,315","3,472","3,472","3,805","3,805","3,897","3,918","3,918","3,986","4,055","4,171","4,171","4,171","4,335","4,335","4,485","4,513","4,530","4,562","4,603","4,621","4,652","4,750","4,778","4,778","4,778","4,867","4,919","4,919","5,031","5,046","5,070","5,099","5,099","5,225","5,225","5,360","5,386","5,386","5,386","5,451","5,451","5,495","5,495","5,621","5,673","5,673","5,673","5,793","5,881","5,993","5,993","6,080","6,080","6,080","6,080","6,437","6,615","6,615","6,790","6,790","6,888","6,888","6,888","7,127","7,213","7,213","7,213","7,526","7,526","7,593","7,593","7,651","7,651","7,953","7,953","8,082","8,198","8,198","8,198","8,492","8,492","8,596","8,596","8,815","8,815","9,104","9,104","9,104","9,104","9,555","9,555","9,555","9,555","10,072","10,072","10,423","10,423","10,423","10,423","10,423","10,947"
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Falkland Islands,137,137,319,319,319,319,319,337,337,353,353,353,353,353,372,372,388,388,388,388,388,395,395,402,402,402,402,402,402,402,402,402,402,426,426,426,426,445,445,445,466,466,503,503,503,503,503,503,535,535,535,535,535,535,535,535,535,671,671,671,671,671,671,671,671,981,981,981,981,981,"1,027","1,027","1,027","1,027","1,027","1,027","1,027","1,197","1,197","1,197","1,197","1,197","1,197","1,197","1,393","1,393","1,393","1,393","1,393","1,393","1,660","1,660","1,660","1,660","1,660","1,660","1,660","1,660","1,816","1,816","1,816","1,816","1,816","1,816","1,816","1,816","1,816","1,816","1,816","1,816","1,816","1,816","1,816","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,256","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,261","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","2,682","3,417","3,417","3,417","3,417","3,417","3,417","3,417","3,417","3,417","3,417","3,417","3,417","3,977","3,977","3,977","3,977","3,977","3,977","3,977","4,245","4,245","4,245","4,245","4,245","4,245","4,245","4,454","4,454","4,454","4,454","4,454","4,454","4,454"
