Country_Other,April16,April17,April18,April19,April20,April21,April22,April23,April24,April25,April26,April27,April28,April29,April30,May01,May02,May03,May04,May05,May06,May07,May08,May09,May10,May11,May12,May13,May14,May15,May16,May17,May18,May19,May20,May21,May22,May23,May24,May25,May26,May27,May28,May29,May30,May31,June01,June02,June03,June04,June05,June06,June07,June08,June09,June10,June11,June12,June13,June14,June15,June16,June17,June18,June19,June20,June21,June22,June23,June24,June25,June26,June27,June28,June29,June30,July01,July02,July03,July04,July05,July06,July07,July08,July09,July10,July11,July12,July13,July14,July15,July16,July17,July18,July19,July20,July21,July22,July23,July24,July25,July26,July27,July28,July29,July30,July31,August01,August02,August03,August04,August05,August06,August07,August08,August09,August10,August11,August12,August13,August14,August15,August16,August17,August18,August19,August20,August21,August22,August23,August24,August25,August26,August27,August28,August29,August30,August31,September01,September02,September03,September04,September05,September06,September07,September08,September09,September10,September11,September12,September13,September14,September15,September16,September17,September18,September19,September20,September21,September22,September23,September24,September25,September26,September27,September28,September29,September30,October01,October02,October03,October04,October05,October06,October07,October08,October09,October10,October11,October12,October13,October14,October15,October16,October17,October18,October19,October20,October21,October22,October23,October24,October25,October26,October27,October28,October29,October30,October31,November01,November02,November03,November04,November05,November06,November07,November08,November09,November10,November11,November12,November13,November14,November15,November16,November17,November18,November19,November20,November21,November22,November23,November24,November25,November26,November27,November28,November29,November30,December01,December02,December03,December04,December05,December06,December07,December08,December09,December10,December11,December12,December13,December14,December15,December16,December17,December18,December19,December20,December21,December22,December23,December24,December25,December26,December27,December28,December29,December30,December31,Jan01_2021,Jan02_2021,Jan03_2021,Jan04_2021,Jan05_2021,Jan06_2021,Jan07_2021,Jan08_2021,Jan09_2021,Jan10_2021,Jan11_2021,Jan12_2021,Jan13_2021,Jan14_2021,Jan15_2021,Jan16_2021,Jan17_2021,Jan18_2021,Jan19_2021,Jan20_2021,Jan21_2021,Jan22_2021,Jan23_2021,Jan24_2021,Jan25_2021,Jan26_2021,Jan27_2021,Jan28_2021,Jan29_2021,Jan30_2021,Jan31_2021,Feb01_2021,Feb02_2021,Feb03_2021,Feb04_2021,Feb05_2021,Feb06_2021
Montserrat,"7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212","7,212",200,"7,212","7,212","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,220","12,217","65,692","65,692","65,692","65,692","65,692","65,692","65,692","65,692","65,692","65,692","65,692","74,705","74,705","74,705","74,705","74,705","74,705","74,705","74,705","74,705","74,705","74,705","89,926","89,926","89,926","89,926","89,926","89,926","89,926","89,926","89,926","89,926","89,926","89,926","89,926","89,926","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","96,735","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","115,562","125,376","125,376","125,376","125,376","125,376","125,376","125,376","125,376","125,376","125,376","125,376","125,376","125,376","125,376","125,376","125,376","125,376","125,376","125,376","125,376","125,376","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","125,350","186,223","186,223","186,223","186,223"
Turks and Caicos,"1,834","2,144","2,144","2,144","2,144","2,144","2,144","2,144","2,144","2,144","2,144","2,144","2,144","2,144","2,144","2,144","2,144","2,144","2,764","2,764","2,764","2,764","2,815","2,815","2,815","2,815","2,815","2,815","2,820","2,820","2,820","2,820","2,820","2,820","2,820","2,820","2,820","3,259","3,259","3,259","3,259","3,336",26,"3,336","3,336","3,336","3,956","3,956","3,956","3,956","3,956","4,964","4,964","4,963","4,963","4,963","4,963","4,963","4,962","6,332","6,332","6,332","6,331","6,331","9,458","9,457","9,457","10,749","10,748","10,748","11,470","11,470","14,518","15,706","16,713","16,841","17,822","17,821","17,821","17,820","20,014","20,401","20,400","21,252","21,251","22,464","23,392","24,347","24,424","24,422","24,422","24,420","24,420","25,270","25,554","26,224","26,223","27,022","27,382","27,743","28,464","28,463","28,927","29,029","29,028","30,136","30,419","31,372","31,371","31,473","31,472","31,522","32,295","32,784","34,613","34,613","37,912","37,911","39,200","40,410","42,059","43,114","47,445","47,442","47,467","48,780","50,015","50,246","51,326","53,697","53,694","53,692","55,676","57,580","58,713","61,004","62,497","62,597","62,621","64,294","65,888","67,021","68,280","69,102","69,253","69,252","70,692","72,209","73,418","74,187","74,545","74,876","75,029","75,310","76,440","77,004","77,490","77,668","77,664","77,662","78,096","78,943","79,276","79,323","79,527","79,729","81,143","83,610","85,358","86,952","89,161","89,159","90,184","90,181","90,177","92,465","93,672","94,465","94,462","94,458","94,507","94,502","96,995","96,992","98,300","98,297","98,498","98,495","100,882","100,880","105,430","107,868","107,865","107,859","109,580","109,574","109,571","109,568","109,563","120,205","120,198","120,195","124,585","124,582","129,361","129,354","129,351","134,433","136,306","139,050","139,046","139,039","149,264","149,260","149,252","149,248","149,241","154,376","156,552","160,428","160,423","160,415","160,411","160,403","160,399","212,535","212,684","212,679","222,171","225,247","225,236","230,058","237,468","237,462","237,456","237,444","237,437","253,601","261,143","268,575","268,568","268,561","268,548","275,164","278,024","278,017","279,851","281,127","283,892","283,877","287,258","287,243","289,751","292,584","295,527","295,725","295,710","297,935","297,919","301,555","301,539","304,533","304,697","304,843","307,400","309,796","309,788","314,799","317,073","317,057","317,049","319,964","319,948","321,093","323,436","325,889","327,359","327,531","327,522","328,505","330,676","332,094","334,803","340,630","340,621","343,381","343,363","348,096","360,917","363,292","365,964","366,082","366,073","369,872","372,194","378,324","378,315"
Greenland,"16,065","17,950","18,372","18,372","18,372","20,257","20,257","20,257","20,257","21,138","21,138","21,138","21,138","21,138","22,160","22,389","22,389","22,706","22,794","23,463","23,992","24,555","24,555","24,555","24,555","25,735","26,510","26,510","27,820","28,701","28,701","28,701","30,321","31,132","31,132","31,132","31,131","32,593","33,210","33,209","34,143","35,324",,"35,763","35,763","37,719","37,719","38,300","38,810","39,480","40,308","40,307","40,307","41,769","42,491","42,491","42,491","44,235","44,234","44,234","46,348","47,969","47,968","48,250","49,448","49,447","49,447","49,852","49,852","49,851","56,422","58,853","58,853","58,852","61,688","64,841","67,624","67,640","69,648","69,648","69,647","73,839","76,816","76,816","76,815","80,619","80,619","80,619","84,352","84,352","89,795","90,957","90,956","91,449","91,449","94,617","96,432","98,985","99,426","99,424","99,424","99,794","101,133","101,870","101,870","102,786","103,139","103,137","103,137","103,489","103,487","104,438","105,266","106,129","106,127","106,127","106,127","108,082","108,080","109,735","110,510","110,878","110,878","111,653","111,653","112,426","113,518","113,835","113,835","113,833","115,136","116,069","116,069","117,318","117,318","118,462","118,460","118,460","118,460","118,460","122,315","122,315","122,315","122,315","122,312","125,112","126,486","127,190","127,699","127,699","127,699","127,696","127,696","130,091","130,672","130,670","130,670","130,670","132,149","132,147","132,147","132,147","132,144","132,144","132,144","139,962","139,960","139,960","139,960","139,960","139,957","139,957","145,327","145,327","154,022","154,022","156,329","156,326","156,326","156,326","156,326","156,323","156,323","169,492","169,492","169,489","169,489","177,342","177,342","180,859","180,859","180,859","180,856","180,856","180,856","180,856","192,543","192,543","192,543","193,581","193,578","193,578","193,578","201,866","201,866","201,866","201,866","201,862","209,045","209,045","211,703","211,699","211,699","211,699","211,699","211,696","218,913","221,412","221,409","221,409","221,409","221,409","221,405","221,405","221,405","221,405","229,199","229,199","229,199","229,199","229,195","229,195","229,195","229,191","229,191","229,191","241,881","241,877","241,877","241,877","241,877","241,873","241,873","241,873","241,868","241,868","254,893","255,808","255,804","262,263","262,263","262,263","262,258","274,930","274,930","274,930","274,926","274,926","275,718","275,906","275,906","275,906","275,906","275,902","280,372","280,372","283,575","284,573","284,573","284,573","284,573","284,568","284,568","290,182","290,177","290,177","290,177","290,177","290,172","290,172","290,172","305,886","305,881","305,881","305,881","305,876","305,876","305,876","305,876","305,870","305,870","305,870","305,870","305,865","305,865","305,865","305,865"
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,814","52,813","52,813","52,812","52,811","52,810","52,809","52,808","52,807","52,806","52,805","52,805","52,804","52,803","52,802","52,801","52,800","52,799","52,798","52,797","52,797","52,796","52,795","52,794","52,793","52,792","52,791","52,790","52,789","52,789","52,788","52,787","52,786","52,785","52,784","52,783","52,782","52,782","52,781","52,780","52,779","52,778","52,777","52,776","52,775","52,774","52,774","52,773","52,772","52,771","52,770","52,769","52,768","52,767","52,766","52,766","52,765","52,763","52,763","52,762","52,761","52,760","52,759","52,758","52,758","52,757","52,755","52,755","52,754","52,753","52,752","52,751","52,750","52,750","52,749","52,747","52,747","52,746","52,745","52,744","52,743","52,742","52,742","52,740","52,739","52,739","52,738","52,737","52,736","52,735","52,735","52,734","52,732","52,732","52,731","52,730","52,729","52,728","52,727","52,727","52,726","52,724","52,724","52,723","52,722","52,721","52,720","52,719","52,719","52,717","52,716","52,716","52,715","52,714","52,713","52,712","52,711","52,711","52,709","52,708","52,708","52,707","52,706","52,705","52,704","52,703","52,703","52,701","52,700","52,700","52,699","52,698","52,697","52,696","52,695","52,695","52,693","52,692","52,692","52,691","52,690","52,689","52,688","52,687","52,687","52,685","52,685","52,684","52,683","52,682","52,681","52,680","52,680","52,678","52,677"
Gambia,116,131,131,131,131,131,131,131,166,166,166,166,166,166,166,166,166,166,166,166,233,313,313,313,351,351,512,545,557,557,557,557,613,613,613,613,613,613,613,613,688,718,0.4,729,729,729,728,728,777,777,791,791,791,791,817,817,817,817,817,816,816,816,816,816,816,816,816,816,816,843,843,843,843,876,876,"1,244","1,244","1,244","1,244","1,308","1,308","1,308","1,308","1,308","1,415","1,478","1,478","1,478","1,477","1,477","1,477","1,477","1,477","1,522","1,521","1,521","1,521","1,584","1,866","1,865","1,865","1,865","1,865","1,865","1,865","2,007","2,006","2,006","2,006","2,006","2,006","2,006","2,139","2,139","2,139","2,139","2,139","2,263","2,407","2,483","2,540","2,603","2,603","2,603","2,603","4,318","4,445","4,445","4,444","4,444","4,915","4,915","4,915","4,988","4,987","5,134","5,502","5,501","5,501","5,500","5,500","5,540","5,615","5,698","5,698","5,697","5,742","5,741","5,800","5,858","5,930","5,930","5,930","5,929","5,988","6,068","6,067","6,067","6,066","6,066","6,065","6,150","6,150","6,149","7,183","7,182","7,182","7,181","7,181","7,180","7,180","7,179","7,179","7,268","7,283","7,329","7,363","7,362","7,410","7,409","7,409","7,408","7,407","7,468","7,468","7,503","7,502","7,584","7,618","7,617","7,655","7,654","7,654","7,653","8,433","8,433","8,432","8,518","8,647","8,646","8,646","8,651","8,650","8,700","8,897","8,896","8,947","9,049","9,048","9,065","9,101","9,160","9,160","9,159","9,343","9,363","9,457","9,456","9,699","9,777","9,777","9,776","9,972","10,037","10,036","10,090","10,089","10,174","10,320","10,342","10,402","10,438","10,557","10,662","10,661","10,661","10,877","10,876","10,921","10,976","10,975","11,058","11,057","11,202","11,329","11,379","11,378","11,455","11,454","11,453","11,475","11,475","11,474","11,473","11,472","11,471","11,470","12,251","12,250","12,249","12,248","12,247","12,246","12,245","12,278","12,277","12,276","12,275","12,274","12,434","12,433","12,665","12,753","12,831","12,932","12,931","12,930","13,191","13,292","13,291","13,432","13,431","13,430","13,565","13,970","14,019","14,133","14,132","14,131","14,415","14,413","14,836","14,835","14,834","14,832","14,831","15,161"
Suriname,,,,,,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,833,833,833,833,2,"1,334","1,334","1,334","1,334","1,334","1,334","1,334","1,334","1,987","1,987","1,987","1,987","1,987","1,987","1,987","1,987","1,987","1,987","1,987","1,987","1,987","1,986","1,986","1,986","1,986","1,986","1,986","1,986","1,986","1,986","2,121","2,121","2,121","2,121","2,121","2,120","2,120","2,120","2,120","2,120","2,120","2,120","2,120","2,120","2,120","2,120","2,120","2,120","2,120","2,120","2,120","2,120","2,120","2,120","2,119","2,119","2,119","2,119","2,119","2,119","2,267","2,758","2,758","2,758","2,758","3,097","3,432","3,650","4,401","4,743","5,540","5,976","6,499","6,499","6,914","6,914","7,576","7,576","7,576","7,899","8,232","8,997","9,480","10,026","10,499","11,308","11,570","11,796","12,233","12,490","12,959","13,340","14,143","14,546","14,665","15,116","15,686","16,305","16,699","17,376","17,526","17,651","18,161","18,504","18,952","19,377","19,958","20,014","20,279","20,588","20,766","21,203","21,510","21,795","21,887","22,053","22,257","22,496","22,614","22,935","23,181","23,293","23,340","23,705","23,917","24,327","24,460","24,766","24,895","25,118","25,341","25,541","25,865","26,162","26,382","26,560","26,709","27,086","27,439","27,938","28,459","28,965","29,055","29,226","29,599","29,840","30,128","30,255","30,757","30,823","31,062","31,341","31,590","31,853","32,071","32,191","32,282","32,343","32,668","32,795","33,007","33,329","33,537","33,597","33,666","33,946","34,184","34,375","34,538","34,714","34,772","34,858","35,105","35,283","35,520","35,673","35,892","35,949","36,046","36,178","36,304","36,392","36,590","36,728","36,727","36,765","36,932","37,089","37,294","37,451","37,649","37,689","37,749","37,884","38,019","38,191","38,305","38,420","38,499","38,554","38,821","39,058","39,332","39,699","40,013","40,336","40,538","41,094","41,574","42,031","42,575","42,984","43,379","43,649","44,346","44,969","45,229","45,644","45,962","46,215","46,679","47,428","47,995","48,754","49,602","50,333","50,736","51,074","51,829","52,430","52,911","53,639","54,087","54,496","55,075","55,739","56,358","57,230","57,802","58,220","58,788","59,092","59,632","60,373","60,845","61,522","61,985","62,209","62,314","62,816","63,342","63,710","63,912","64,287"
MS Zaandam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Vatican City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Papua New Guinea,19,19,19,19,19,68,68,68,68,68,68,68,68,68,68,68,68,68,268,268,268,268,268,268,268,268,268,268,269,269,269,269,269,269,269,269,269,269,269,269,269,269,,269,269,269,520,520,520,520,520,520,520,520,520,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,630,630,630,630,630,799,799,799,799,799,799,799,799,799,799,799,798,798,798,798,798,798,798,798,798,798,798,798,"1,070","1,104","1,108","1,116","1,116","1,116","1,116","1,116","1,116","1,138","1,168","1,168","1,168","1,168","1,206","1,206","1,206","1,206","1,206","1,276","1,329","1,329","1,329","1,329","1,490","1,490","1,490","1,490","1,610","1,610","1,610","1,636","1,636","1,636","1,636","1,738","1,738","1,738","1,737","1,737","1,737","1,737","1,737","1,737","1,737","1,737","1,737","1,737","1,737","1,736","1,736","1,736","1,924","1,924","1,923","1,923","1,923","1,923","1,923","1,923","1,923","1,923","1,923","2,646","2,646","2,646","2,646","2,646","2,645","2,645","2,887","2,887","2,887","2,887","2,887","2,887","2,887","2,938","2,938","2,937","2,937","2,960","2,960","2,967","2,967","2,967","3,002","3,001","3,001","3,001","3,001","3,001","3,001","3,000","3,000","3,222","3,222","3,222","3,250","3,250","3,249","3,249","3,249","3,249","3,272","3,272","3,272","3,272","3,272","3,271","3,271","3,271","3,271","3,333","3,333","3,333","3,333","3,332","3,332","3,332","3,332","3,332","3,331","3,331","3,331","3,331","3,331","3,331","3,330","3,330","3,573","3,573","3,573","3,573","3,573","3,573","3,572","3,572","3,572","3,572","3,572","3,571","3,571","3,571","3,571","4,064","4,064","4,064","4,064","4,063","4,063","4,063","4,063","4,062","4,062","4,062","4,062","4,062","4,061","4,061","4,061","4,061","4,061","4,060","4,402","4,402","4,402","4,401","4,401","4,401","4,401","4,400","4,400","4,400","4,400","4,399","4,399","4,399","4,399","4,399","4,398","4,502","4,501","4,501","4,501","4,501","4,500","4,566","4,606","4,605","4,605","4,605","4,605","4,730","4,730","4,730","4,729","4,729","4,729"
Mauritania,153,153,196,196,196,196,208,208,222,222,222,222,222,222,222,222,222,222,222,222,396,396,396,396,396,396,433,433,435,435,435,435,557,557,557,557,557,557,557,557,557,557,4,557,"1,650","1,650","1,650","1,650","1,650","1,650","1,650","1,649","1,649","1,649","1,649","1,649","1,649","1,649","1,649","2,981","2,981","2,981","2,981","2,980","2,980","2,980","2,980","2,980","2,979","2,979","2,979","2,979","2,978","2,978","2,978","2,978","2,978","2,977","2,977","2,977","2,977","2,977","2,976","2,976","2,976","2,976","2,975","2,975","2,975","2,975","2,975","2,974","2,974","2,974","2,974","2,974","12,298","12,297","12,297","12,296","12,295","12,294","12,293","12,292","12,291","12,290","12,289","12,289","12,316","12,316","12,315","12,314","12,313","12,312","12,311","12,310","12,356","12,355","12,471","12,470","12,469","12,468","12,467","12,466","14,764","14,763","14,762","14,761","14,760","14,759","14,820","14,903","14,902","14,901","14,982","14,981","14,980","14,979","14,978","14,977","14,975","14,974","14,973","14,972","14,971","14,970","15,037","15,036","15,035","15,034","16,317","16,316","16,314","16,476","16,535","16,597","16,596","16,594","16,736","16,735","16,734","16,733","16,732","16,960","16,973","17,023","17,063","17,062","17,061","17,234","17,259","17,270","17,330","17,373","17,372","17,403","17,496","17,513","17,532","17,595","17,612","17,693","17,766","17,893","17,915","17,950","18,014","18,013","18,012","18,011","18,270","18,269","18,293","18,361","18,415","18,504","18,607","18,606","18,670","18,686","18,684","18,959","19,173","19,172","19,171","19,247","19,607","19,688","19,787","19,915","20,006","20,153","20,151","20,319","20,424","20,540","20,648","20,771","20,769","21,003","21,001","21,000","20,998","20,997","20,995","20,994","20,992","22,079","22,077","22,314","22,524","22,762","22,761","22,759","22,757","22,756","22,754","22,752","23,071","23,069","23,407","25,799","25,797","25,795","25,794","25,792","25,790","25,788","25,786","25,784","25,783","26,158","26,156","26,154","26,152","26,150","26,149","26,147","26,145","26,143","26,141","26,405","26,670","26,669","27,015","27,343","27,653","27,651","27,889","27,887","28,160","28,158","28,463","28,461","28,755","28,969","29,139","29,137","29,135","29,133","29,131","29,391","29,595","29,773","29,942","30,141","30,374","30,372","30,622","30,620","30,788","30,950","31,178","31,411","31,644","31,848","31,989"
